"Time","Slips-54717"
2025-06-11 08:17:00,2084
2025-06-11 08:18:00,2085
2025-06-11 08:19:00,2085
2025-06-11 08:20:00,2086
2025-06-11 08:21:00,2086
2025-06-11 08:22:00,2087
2025-06-11 08:23:00,2088
2025-06-11 08:24:00,2088
2025-06-11 08:25:00,2089
2025-06-11 08:26:00,2090
2025-06-11 08:27:00,2091
2025-06-11 08:28:00,2092
2025-06-11 08:29:00,2093
2025-06-11 08:30:00,2093
2025-06-11 08:31:00,2094
2025-06-11 08:32:00,2095
2025-06-11 08:33:00,2095
2025-06-11 08:34:00,2096
2025-06-11 08:35:00,2096
2025-06-11 08:36:00,2097
2025-06-11 08:37:00,2098
2025-06-11 08:38:00,2097
2025-06-11 08:39:00,2097
2025-06-11 08:40:00,2097
2025-06-11 08:41:00,2098
2025-06-11 08:42:00,2099
2025-06-11 08:43:00,2099
2025-06-11 08:44:00,2100
2025-06-11 08:45:00,2100
2025-06-11 08:46:00,2101
2025-06-11 08:47:00,2102
2025-06-11 08:48:00,2102
2025-06-11 08:49:00,2104
2025-06-11 08:50:00,2104
2025-06-11 08:51:00,2105
2025-06-11 08:52:00,2106
2025-06-11 08:53:00,2109
2025-06-11 08:54:00,2109
2025-06-11 08:55:00,2110
2025-06-11 08:56:00,2110
2025-06-11 08:57:00,2111
2025-06-11 08:58:00,2112
2025-06-11 08:59:00,2112
2025-06-11 09:00:00,2112
2025-06-11 09:01:00,2114
2025-06-11 09:02:00,2114
2025-06-11 09:03:00,2115
2025-06-11 09:04:00,2116
2025-06-11 09:05:00,2117
2025-06-11 09:06:00,2117
2025-06-11 09:07:00,2118
2025-06-11 09:08:00,2119
2025-06-11 09:09:00,2119
2025-06-11 09:10:00,2121
2025-06-11 09:11:00,2122
2025-06-11 09:12:00,2122
2025-06-11 09:13:00,2123
2025-06-11 09:14:00,2123
2025-06-11 09:15:00,2125
2025-06-11 09:16:00,2125
2025-06-11 09:17:00,2125
2025-06-11 09:18:00,2125
2025-06-11 09:19:00,2125
2025-06-11 09:20:00,2126
2025-06-11 09:21:00,2125
2025-06-11 09:22:00,2125
2025-06-11 09:23:00,2126
2025-06-11 09:24:00,2126
2025-06-11 09:25:00,2126
2025-06-11 09:26:00,2126
2025-06-11 09:27:00,2126
2025-06-11 09:28:00,2126
2025-06-11 09:29:00,2126
2025-06-11 09:30:00,2127
2025-06-11 09:31:00,2127
2025-06-11 09:32:00,2127
2025-06-11 09:33:00,2126
2025-06-11 09:34:00,2126
2025-06-11 09:35:00,1604
2025-06-11 09:36:00,1600
2025-06-11 09:37:00,2782
2025-06-11 09:38:00,2915
2025-06-11 09:39:00,3031
2025-06-11 09:40:00,3055
2025-06-11 09:41:00,3164
2025-06-11 09:42:00,3275
2025-06-11 09:43:00,3300
2025-06-11 09:44:00,3312
2025-06-11 09:45:00,3327
2025-06-11 09:46:00,3349
2025-06-11 09:47:00,3336
2025-06-11 09:48:00,3336
2025-06-11 09:49:00,2273
2025-06-11 09:50:00,2283
2025-06-11 09:51:00,2259
2025-06-11 09:52:00,2255
2025-06-11 09:53:00,2271
2025-06-11 09:54:00,2283
2025-06-11 09:55:00,2005
2025-06-11 09:56:00,2010
2025-06-11 09:57:00,1974
2025-06-11 09:58:00,1975
2025-06-11 09:59:00,1976
2025-06-11 10:00:00,1976
2025-06-11 10:01:00,1977
2025-06-11 10:02:00,1978
2025-06-11 10:03:00,1979
2025-06-11 10:04:00,1980
2025-06-11 10:05:00,1980
2025-06-11 10:06:00,1981
2025-06-11 10:07:00,1982
2025-06-11 10:08:00,1983
2025-06-11 10:09:00,1983
2025-06-11 10:10:00,1984
2025-06-11 10:11:00,1985
2025-06-11 10:12:00,1986
2025-06-11 10:13:00,1986
2025-06-11 10:14:00,1987
2025-06-11 10:15:00,1988
2025-06-11 10:16:00,1989
2025-06-11 10:17:00,1989
2025-06-11 10:18:00,1990
2025-06-11 10:19:00,1991
2025-06-11 10:20:00,1992
2025-06-11 10:21:00,1992
2025-06-11 10:22:00,1993
2025-06-11 10:23:00,1994
2025-06-11 10:24:00,1995
2025-06-11 10:25:00,1995
2025-06-11 10:26:00,1996
2025-06-11 10:27:00,1997
2025-06-11 10:28:00,1997
2025-06-11 10:29:00,1997
2025-06-11 10:30:00,1997
2025-06-11 10:31:00,1972
2025-06-11 10:32:00,1972
2025-06-11 10:33:00,1971
2025-06-11 10:34:00,1971
2025-06-11 10:35:00,1971
2025-06-11 10:36:00,1532
2025-06-11 10:37:00,1534
2025-06-11 10:38:00,1534
2025-06-11 10:39:00,1534
2025-06-11 10:40:00,1534
2025-06-11 10:41:00,1534
2025-06-11 10:42:00,1534
2025-06-11 10:43:00,1534
2025-06-11 10:44:00,1534
2025-06-11 10:45:00,1534
2025-06-11 10:46:00,1534
2025-06-11 10:47:00,1534
2025-06-11 10:48:00,1534
2025-06-11 10:49:00,1534
2025-06-11 10:50:00,1534
2025-06-11 10:51:00,1534
2025-06-11 10:52:00,1534
2025-06-11 10:53:00,1534
2025-06-11 10:54:00,1534
2025-06-11 10:55:00,1534
2025-06-11 10:56:00,1534
2025-06-11 10:57:00,1534
2025-06-11 10:58:00,1534
2025-06-11 10:59:00,1534
2025-06-11 11:00:00,1534
2025-06-11 11:01:00,1534
2025-06-11 11:02:00,1534
2025-06-11 11:03:00,1534
2025-06-11 11:04:00,1534
2025-06-11 11:05:00,1534
2025-06-11 11:06:00,1534
2025-06-11 11:07:00,1534
2025-06-11 11:08:00,1534
2025-06-11 11:09:00,1534
2025-06-11 11:10:00,1534
2025-06-11 11:11:00,1534
2025-06-11 11:12:00,1534
2025-06-11 11:13:00,1534
2025-06-11 11:14:00,1534
2025-06-11 11:15:00,1534
2025-06-11 11:16:00,1534
2025-06-11 11:17:00,1534
2025-06-11 11:18:00,1534
2025-06-11 11:19:00,1534
2025-06-11 11:20:00,1534
2025-06-11 11:21:00,1534
2025-06-11 11:22:00,1534
2025-06-11 11:23:00,1534
2025-06-11 11:24:00,1534
2025-06-11 11:25:00,1534
2025-06-11 11:26:00,1534
2025-06-11 11:27:00,1534
2025-06-11 11:28:00,1534
2025-06-11 11:29:00,1534
2025-06-11 11:30:00,1534
2025-06-11 11:31:00,1534
2025-06-11 11:32:00,1534
2025-06-11 11:33:00,1534
2025-06-11 11:34:00,1534
2025-06-11 11:35:00,1534
2025-06-11 11:36:00,1534
2025-06-11 11:37:00,1534
2025-06-11 11:38:00,1534
2025-06-11 11:39:00,1534
2025-06-11 11:40:00,1534
2025-06-11 11:41:00,1534
2025-06-11 11:42:00,1534
2025-06-11 11:43:00,1534
2025-06-11 11:44:00,1534
2025-06-11 11:45:00,1534
2025-06-11 11:46:00,1534
2025-06-11 11:47:00,1534
2025-06-11 11:48:00,1534
2025-06-11 11:49:00,1534
2025-06-11 11:50:00,1534
2025-06-11 11:51:00,1534
2025-06-11 11:52:00,1534
2025-06-11 11:53:00,1534
2025-06-11 11:54:00,1534
2025-06-11 11:55:00,1534
2025-06-11 11:56:00,1534
2025-06-11 11:57:00,1534
2025-06-11 11:58:00,1534
2025-06-11 11:59:00,1534
2025-06-11 12:00:00,1534
2025-06-11 12:01:00,1534
2025-06-11 12:02:00,1534
2025-06-11 12:03:00,1534
2025-06-11 12:04:00,1534
2025-06-11 12:05:00,1534
2025-06-11 12:06:00,1534
2025-06-11 12:07:00,1534
2025-06-11 12:08:00,1534
2025-06-11 12:09:00,1534
2025-06-11 12:10:00,1534
2025-06-11 12:11:00,1534
2025-06-11 12:12:00,1534
2025-06-11 12:13:00,1534
2025-06-11 12:14:00,1534
2025-06-11 12:15:00,1534
2025-06-11 12:16:00,1534
2025-06-11 12:17:00,1534
2025-06-11 12:18:00,1534
2025-06-11 12:19:00,1534
2025-06-11 12:20:00,1534
2025-06-11 12:21:00,1534
2025-06-11 12:22:00,1534
2025-06-11 12:23:00,1534
2025-06-11 12:24:00,1534
2025-06-11 12:25:00,1534
2025-06-11 12:26:00,1534
2025-06-11 12:27:00,1534
2025-06-11 12:28:00,1534
2025-06-11 12:29:00,1534
2025-06-11 12:30:00,1534
2025-06-11 12:31:00,1534
2025-06-11 12:32:00,1534
2025-06-11 12:33:00,1534
2025-06-11 12:34:00,1534
2025-06-11 12:35:00,1534
2025-06-11 12:36:00,1534
2025-06-11 12:37:00,1534
2025-06-11 12:38:00,1534
2025-06-11 12:39:00,1534
2025-06-11 12:40:00,1534
2025-06-11 12:41:00,1534
2025-06-11 12:42:00,1534
2025-06-11 12:43:00,1534
2025-06-11 12:44:00,1534
2025-06-11 12:45:00,1534
2025-06-11 12:46:00,1534
2025-06-11 12:47:00,1534
2025-06-11 12:48:00,1534
2025-06-11 12:49:00,1534
2025-06-11 12:50:00,1534
2025-06-11 12:51:00,1534
2025-06-11 12:52:00,1534
2025-06-11 12:53:00,1534
2025-06-11 12:54:00,1534
2025-06-11 12:55:00,1534
2025-06-11 12:56:00,1534
2025-06-11 12:57:00,1534
2025-06-11 12:58:00,1534
2025-06-11 12:59:00,1534
2025-06-11 13:00:00,1534
2025-06-11 13:01:00,1534
2025-06-11 13:02:00,1534
2025-06-11 13:03:00,1534
2025-06-11 13:04:00,1534
2025-06-11 13:05:00,1534
2025-06-11 13:06:00,1534
2025-06-11 13:07:00,1534
2025-06-11 13:08:00,1534
2025-06-11 13:09:00,1534
2025-06-11 13:10:00,1534
2025-06-11 13:11:00,1534
2025-06-11 13:12:00,1534
2025-06-11 13:13:00,1534
2025-06-11 13:14:00,1534
2025-06-11 13:15:00,1534
2025-06-11 13:16:00,1534
2025-06-11 13:17:00,1534
2025-06-11 13:18:00,1534
2025-06-11 13:19:00,1534
2025-06-11 13:20:00,1534
2025-06-11 13:21:00,1534
2025-06-11 13:22:00,1534
2025-06-11 13:23:00,1534
2025-06-11 13:24:00,1534
2025-06-11 13:25:00,1534
2025-06-11 13:26:00,1534
2025-06-11 13:27:00,1534
2025-06-11 13:28:00,1534
2025-06-11 13:29:00,1534
2025-06-11 13:30:00,1534
2025-06-11 13:31:00,1534
2025-06-11 13:32:00,1534
2025-06-11 13:33:00,1534
2025-06-11 13:34:00,1534
2025-06-11 13:35:00,1534
2025-06-11 13:36:00,1534
2025-06-11 13:37:00,1534
2025-06-11 13:38:00,1534
2025-06-11 13:39:00,1534
2025-06-11 13:40:00,1534
2025-06-11 13:41:00,1534
2025-06-11 13:42:00,1534
2025-06-11 13:43:00,1534
2025-06-11 13:44:00,1534
2025-06-11 13:45:00,1534
2025-06-11 13:46:00,1534
2025-06-11 13:47:00,1534
2025-06-11 13:48:00,1534
2025-06-11 13:49:00,1534
2025-06-11 13:50:00,1534
2025-06-11 13:51:00,1534
2025-06-11 13:52:00,1534
2025-06-11 13:53:00,1534
2025-06-11 13:54:00,1534
2025-06-11 13:55:00,1534
2025-06-11 13:56:00,1534
2025-06-11 13:57:00,1534
2025-06-11 13:58:00,1534
2025-06-11 13:59:00,1534
2025-06-11 14:00:00,1534
2025-06-11 14:01:00,1534
2025-06-11 14:02:00,1534
2025-06-11 14:03:00,1534
2025-06-11 14:04:00,1534
2025-06-11 14:05:00,1534
2025-06-11 14:06:00,1534
2025-06-11 14:07:00,1534
2025-06-11 14:08:00,1534
2025-06-11 14:09:00,1534
2025-06-11 14:10:00,1534
2025-06-11 14:11:00,1534
2025-06-11 14:12:00,1534
2025-06-11 14:13:00,1534
2025-06-11 14:14:00,1534
2025-06-11 14:15:00,1534
2025-06-11 14:16:00,1534
2025-06-11 14:17:00,1534
2025-06-11 14:18:00,1534
2025-06-11 14:19:00,1534
2025-06-11 14:20:00,1534
2025-06-11 14:21:00,1534
2025-06-11 14:22:00,1534
2025-06-11 14:23:00,1534
2025-06-11 14:24:00,1534
2025-06-11 14:25:00,1534
2025-06-11 14:26:00,1534
2025-06-11 14:27:00,1539
2025-06-11 14:28:00,1540
2025-06-11 14:29:00,1537
2025-06-11 14:30:00,2324
2025-06-11 14:31:00,2363
2025-06-11 14:32:00,2390
2025-06-11 14:33:00,2400
2025-06-11 14:34:00,2402
2025-06-11 14:35:00,2406
2025-06-11 14:36:00,2405
2025-06-11 14:37:00,2403
2025-06-11 14:38:00,2434
2025-06-11 14:39:00,2455
2025-06-11 14:40:00,2513
2025-06-11 14:41:00,2525
2025-06-11 14:42:00,2527
2025-06-11 14:43:00,2533
2025-06-11 14:44:00,2544
2025-06-11 14:45:00,2501
2025-06-11 14:46:00,2512
2025-06-11 14:47:00,2519
2025-06-11 14:48:00,2506
2025-06-11 14:49:00,2507
2025-06-11 14:50:00,2517
2025-06-11 14:51:00,2525
2025-06-11 14:52:00,2521
2025-06-11 14:53:00,2526
2025-06-11 14:54:00,2546
2025-06-11 14:55:00,2040
2025-06-11 14:56:00,2101
2025-06-11 14:57:00,2112
2025-06-11 14:58:00,2115
2025-06-11 14:59:00,2117
2025-06-11 15:00:00,2120
2025-06-11 15:01:00,2121
2025-06-11 15:02:00,2123
2025-06-11 15:03:00,2127
2025-06-11 15:04:00,2138
2025-06-11 15:05:00,2095
2025-06-11 15:06:00,1717
2025-06-11 15:07:00,1720
2025-06-11 15:08:00,1722
2025-06-11 15:09:00,1724
2025-06-11 15:10:00,1724
2025-06-11 15:11:00,1724
2025-06-11 15:12:00,1726
2025-06-11 15:13:00,1727
2025-06-11 15:14:00,1728
2025-06-11 15:15:00,1729
2025-06-11 15:16:00,1730
2025-06-11 15:17:00,1731
2025-06-11 15:18:00,1696
2025-06-11 15:19:00,1697
2025-06-11 15:20:00,1697
2025-06-11 15:21:00,1698
2025-06-11 15:22:00,1699
2025-06-11 15:23:00,1699
2025-06-11 15:24:00,1700
2025-06-11 15:25:00,1700
2025-06-11 15:26:00,1701
2025-06-11 15:27:00,1702
2025-06-11 15:28:00,1703
2025-06-11 15:29:00,1704
2025-06-11 15:30:00,1704
2025-06-11 15:31:00,1705
2025-06-11 15:32:00,1706
2025-06-11 15:33:00,1706
2025-06-11 15:34:00,1707
2025-06-11 15:35:00,1707
2025-06-11 15:36:00,1707
2025-06-11 15:37:00,1707
2025-06-11 15:38:00,1707
2025-06-11 15:39:00,1708
2025-06-11 15:40:00,1709
2025-06-11 15:41:00,1709
2025-06-11 15:42:00,1710
2025-06-11 15:43:00,1710
2025-06-11 15:44:00,1711
2025-06-11 15:45:00,1712
2025-06-11 15:46:00,1713
2025-06-11 15:47:00,1714
2025-06-11 15:48:00,1714
2025-06-11 15:49:00,1715
2025-06-11 15:50:00,1715
2025-06-11 15:51:00,1716
2025-06-11 15:52:00,1716
2025-06-11 15:53:00,1718
2025-06-11 15:54:00,1718
2025-06-11 15:55:00,1720
2025-06-11 15:56:00,1720
2025-06-11 15:57:00,1720
2025-06-11 15:58:00,1723
2025-06-11 15:59:00,1724
2025-06-11 16:00:00,1723
2025-06-11 16:01:00,1723
2025-06-11 16:02:00,1725
2025-06-11 16:03:00,1742
2025-06-11 16:04:00,1742
2025-06-11 16:05:00,1742
2025-06-11 16:06:00,1742
2025-06-11 16:07:00,1742
2025-06-11 16:08:00,1743
2025-06-11 16:09:00,1742
2025-06-11 16:10:00,1742
2025-06-11 16:11:00,1743
2025-06-11 16:12:00,1743
2025-06-11 16:13:00,1743
2025-06-11 16:14:00,1742
2025-06-11 16:15:00,1743
2025-06-11 16:16:00,1743
2025-06-11 16:17:00,1743
2025-06-11 16:18:00,1743
2025-06-11 16:19:00,1743
2025-06-11 16:20:00,1743
2025-06-11 16:21:00,1534
2025-06-11 16:22:00,1534
2025-06-11 16:23:00,1534
2025-06-11 16:24:00,2140
2025-06-11 16:25:00,2233
2025-06-11 16:26:00,2256
2025-06-11 16:27:00,2315
2025-06-11 16:28:00,2336
2025-06-11 16:29:00,2345
2025-06-11 16:30:00,2385
2025-06-11 16:31:00,2383
2025-06-11 16:32:00,2382
2025-06-11 16:33:00,2397
2025-06-11 16:34:00,2408
2025-06-11 16:35:00,2413
2025-06-11 16:36:00,2379
2025-06-11 16:37:00,1903
2025-06-11 16:38:00,1916
2025-06-11 16:39:00,1918
2025-06-11 16:40:00,1909
2025-06-11 16:41:00,1922
2025-06-11 16:42:00,1700
2025-06-11 16:43:00,1704
2025-06-11 16:44:00,1707
2025-06-11 16:45:00,1686
2025-06-11 16:46:00,1687
2025-06-11 16:47:00,1689
2025-06-11 16:48:00,1689
2025-06-11 16:49:00,1690
2025-06-11 16:50:00,1690
2025-06-11 16:51:00,1692
2025-06-11 16:52:00,1692
2025-06-11 16:53:00,1693
2025-06-11 16:54:00,1695
2025-06-11 16:55:00,1696
2025-06-11 16:56:00,1696
2025-06-11 16:57:00,1697
2025-06-11 16:58:00,1698
2025-06-11 16:59:00,1699
2025-06-11 17:00:00,1700
2025-06-11 17:01:00,1700
2025-06-11 17:02:00,1701
2025-06-11 17:03:00,1702
2025-06-11 17:04:00,1703
2025-06-11 17:05:00,1703
2025-06-11 17:06:00,1704
2025-06-11 17:07:00,1705
2025-06-11 17:08:00,1705
2025-06-11 17:09:00,1707
2025-06-11 17:10:00,1707
2025-06-11 17:11:00,1708
2025-06-11 17:12:00,1709
2025-06-11 17:13:00,1709
2025-06-11 17:14:00,1710
2025-06-11 17:15:00,1710
2025-06-11 17:16:00,1710
2025-06-11 17:17:00,1711
2025-06-11 17:18:00,1711
2025-06-11 17:19:00,1711
2025-06-11 17:20:00,1711
2025-06-11 17:21:00,1709
2025-06-11 17:22:00,1709
2025-06-11 17:23:00,1709
2025-06-11 17:24:00,1539
2025-06-11 17:25:00,1539
2025-06-11 17:26:00,1539
2025-06-11 17:27:00,1539
2025-06-11 17:28:00,1539
2025-06-11 17:29:00,1539
2025-06-11 17:30:00,1539
2025-06-11 17:31:00,1539
2025-06-11 17:32:00,1539
2025-06-11 17:33:00,1539
2025-06-11 17:34:00,1539
2025-06-11 17:35:00,1539
2025-06-11 17:36:00,1539
2025-06-11 17:37:00,1539
2025-06-11 17:38:00,1539
2025-06-11 17:39:00,1539
2025-06-11 17:40:00,1539
2025-06-11 17:41:00,1539
2025-06-11 17:42:00,1539
2025-06-11 17:43:00,1539
2025-06-11 17:44:00,1539
2025-06-11 17:45:00,1539
2025-06-11 17:46:00,1539
2025-06-11 17:47:00,1539
2025-06-11 17:48:00,1539
2025-06-11 17:49:00,1539
2025-06-11 17:50:00,1539
2025-06-11 17:51:00,1539
2025-06-11 17:52:00,1539
2025-06-11 17:53:00,1539
2025-06-11 17:54:00,1539
2025-06-11 17:55:00,1539
2025-06-11 17:56:00,1539
2025-06-11 17:57:00,1539
2025-06-11 17:58:00,1539
2025-06-11 17:59:00,1539
2025-06-11 18:00:00,1539
2025-06-11 18:01:00,1539
2025-06-11 18:02:00,1539
2025-06-11 18:03:00,1539
2025-06-11 18:04:00,1539
2025-06-11 18:05:00,1910
2025-06-11 18:06:00,2541
2025-06-11 18:07:00,2446
2025-06-11 18:08:00,2509
2025-06-11 18:09:00,2533
2025-06-11 18:10:00,2558
2025-06-11 18:11:00,2569
2025-06-11 18:12:00,2576
2025-06-11 18:13:00,2586
2025-06-11 18:14:00,2596
2025-06-11 18:15:00,2600
2025-06-11 18:16:00,2607
2025-06-11 18:17:00,2613
2025-06-11 18:18:00,2622
2025-06-11 18:19:00,2623
2025-06-11 18:20:00,2629
2025-06-11 18:21:00,2638
2025-06-11 18:22:00,2648
2025-06-11 18:23:00,2661
2025-06-11 18:24:00,2650
2025-06-11 18:25:00,2643
2025-06-11 18:26:00,2642
2025-06-11 18:27:00,2644
2025-06-11 18:28:00,2650
2025-06-11 18:29:00,2640
2025-06-11 18:30:00,2077
2025-06-11 18:31:00,2083
2025-06-11 18:32:00,2153
2025-06-11 18:33:00,2106
2025-06-11 18:34:00,2122
2025-06-11 18:35:00,2136
2025-06-11 18:36:00,1793
2025-06-11 18:37:00,1813
2025-06-11 18:38:00,1828
2025-06-11 18:39:00,1830
2025-06-11 18:40:00,1829
2025-06-11 18:41:00,1827
2025-06-11 18:42:00,1826
2025-06-11 18:43:00,1817
2025-06-11 18:44:00,1818
2025-06-11 18:45:00,1826
2025-06-11 18:46:00,1838
2025-06-11 18:47:00,1843
2025-06-11 18:48:00,1863
2025-06-11 18:49:00,1864
2025-06-11 18:50:00,1876
2025-06-11 18:51:00,1879
2025-06-11 18:52:00,1882
2025-06-11 18:53:00,1884
2025-06-11 18:54:00,1887
2025-06-11 18:55:00,1917
2025-06-11 18:56:00,1949
2025-06-11 18:57:00,1989
2025-06-11 18:58:00,1992
2025-06-11 18:59:00,2008
2025-06-11 19:00:00,2029
2025-06-11 19:01:00,2077
2025-06-11 19:02:00,2097
2025-06-11 19:03:00,2064
2025-06-11 19:04:00,2122
2025-06-11 19:05:00,2083
2025-06-11 19:06:00,2102
2025-06-11 19:07:00,2113
2025-06-11 19:08:00,2177
2025-06-11 19:09:00,2188
2025-06-11 19:10:00,2142
2025-06-11 19:11:00,2131
2025-06-11 19:12:00,2119
2025-06-11 19:13:00,2126
2025-06-11 19:14:00,2133
2025-06-11 19:15:00,2140
2025-06-11 19:16:00,2131
2025-06-11 19:17:00,2056
2025-06-11 19:18:00,2049
2025-06-11 19:19:00,2036
2025-06-11 19:20:00,2034
2025-06-11 19:21:00,2016
2025-06-11 19:22:00,2019
2025-06-11 19:23:00,2045
2025-06-11 19:24:00,2065
2025-06-11 19:25:00,2072
2025-06-11 19:26:00,2095
2025-06-11 19:27:00,2093
2025-06-11 19:28:00,2125
2025-06-11 19:29:00,2082
2025-06-11 19:30:00,2063
2025-06-11 19:31:00,2069
2025-06-11 19:32:00,2062
2025-06-11 19:33:00,2066
2025-06-11 19:34:00,2065
2025-06-11 19:35:00,2064
2025-06-11 19:36:00,2060
2025-06-11 19:37:00,2070
2025-06-11 19:38:00,2069
2025-06-11 19:39:00,2067
2025-06-11 19:40:00,1928
2025-06-11 19:41:00,1930
2025-06-11 19:42:00,1932
2025-06-11 19:43:00,1936
2025-06-11 19:44:00,1938
2025-06-11 19:45:00,1977
2025-06-11 19:46:00,1984
2025-06-11 19:47:00,1982
2025-06-11 19:48:00,2064
2025-06-11 19:49:00,2077
2025-06-11 19:50:00,2014
2025-06-11 19:51:00,2025
2025-06-11 19:52:00,2107
2025-06-11 19:53:00,2005
2025-06-11 19:54:00,1991
2025-06-11 19:55:00,1978
2025-06-11 19:56:00,2036
2025-06-11 19:57:00,2039
2025-06-11 19:58:00,2000
2025-06-11 19:59:00,2013
2025-06-11 20:00:00,2007
2025-06-11 20:01:00,1941
2025-06-11 20:02:00,1942
2025-06-11 20:03:00,1942
2025-06-11 20:04:00,1943
2025-06-11 20:05:00,1944
2025-06-11 20:06:00,1945
2025-06-11 20:07:00,1945
2025-06-11 20:08:00,1945
2025-06-11 20:09:00,1945
2025-06-11 20:10:00,1945
2025-06-11 20:11:00,1947
2025-06-11 20:12:00,1947
2025-06-11 20:13:00,1948
2025-06-11 20:14:00,1964
2025-06-11 20:15:00,1981
2025-06-11 20:16:00,2000
2025-06-11 20:17:00,2017
2025-06-11 20:18:00,1998
2025-06-11 20:19:00,2030
2025-06-11 20:20:00,2053
2025-06-11 20:21:00,2054
2025-06-11 20:22:00,2055
2025-06-11 20:23:00,2056
2025-06-11 20:24:00,2059
2025-06-11 20:25:00,2062
2025-06-11 20:26:00,2070
2025-06-11 20:27:00,2074
2025-06-11 20:28:00,2074
2025-06-11 20:29:00,2075
2025-06-11 20:30:00,2075
2025-06-11 20:31:00,2008
2025-06-11 20:32:00,2008
2025-06-11 20:33:00,2010
2025-06-11 20:34:00,2011
2025-06-11 20:35:00,2012
2025-06-11 20:36:00,2014
2025-06-11 20:37:00,2016
2025-06-11 20:38:00,2017
2025-06-11 20:39:00,2020
2025-06-11 20:40:00,2022
2025-06-11 20:41:00,2024
2025-06-11 20:42:00,2026
2025-06-11 20:43:00,2034
2025-06-11 20:44:00,2040
2025-06-11 20:45:00,2046
2025-06-11 20:46:00,2043
2025-06-11 20:47:00,2051
2025-06-11 20:48:00,2054
2025-06-11 20:49:00,2055
2025-06-11 20:50:00,2056
2025-06-11 20:51:00,2058
2025-06-11 20:52:00,2059
2025-06-11 20:53:00,2060
2025-06-11 20:54:00,2064
2025-06-11 20:55:00,2068
2025-06-11 20:56:00,2069
2025-06-11 20:57:00,2078
2025-06-11 20:58:00,2101
2025-06-11 20:59:00,2105
2025-06-11 21:00:00,2145
2025-06-11 21:01:00,2125
2025-06-11 21:02:00,2143
2025-06-11 21:03:00,2124
2025-06-11 21:04:00,2114
2025-06-11 21:05:00,2112
2025-06-11 21:06:00,2110
2025-06-11 21:07:00,2106
2025-06-11 21:08:00,2108
2025-06-11 21:09:00,2109
2025-06-11 21:10:00,2110
2025-06-11 21:11:00,2111
2025-06-11 21:12:00,2111
2025-06-11 21:13:00,2111
2025-06-11 21:14:00,2110
2025-06-11 21:15:00,2110
2025-06-11 21:16:00,2108
2025-06-11 21:17:00,2108
